id,world_id,country,visit,purchase,download
6613,9,Israel,2,1,50
6614,1,United Kingdom,3,1,19
6616,1,United States,1,1,300
6619,9,United States,3,1,10
6625,1,Canada,3,1,5
6627,1,United States,1,1,0
6629,1,United States,2,1,11
6633,9,United States,2,1,4
6635,9,United States,3,1,10
6638,9,United States,1,1,0
6642,9,United States,2,1,6
6649,1,United States,2,1,8
6653,1,United States,3,0,15
6655,9,United Kingdom,3,1,10
6656,9,United States,0,0,0
6657,1,United States,3,1,0
6659,1,United States,3,1,5
6665,9,United States,1,1,0
6666,9,United States,3,1,0
6671,9,United States,1,1,15
6677,9,United States,2,1,3
6681,9,United States,3,1,3
6682,9,United States,3,1,5
6684,9,United States,2,1,2
6687,9,United States,3,1,0
6691,1,United Kingdom,3,1,0
6692,9,United States,1,1,0
6693,9,United States,3,0,0
6694,9,United States,1,0,10
6698,9,United States,3,1,100
6705,1,United States,3,1,5
6706,1,Canada,1,1,0
6712,1,United States,3,1,0
6713,9,United States,3,1,0
6715,9,United States,1,0,0
6716,1,United States,1,0,2
6725,9,United States,3,1,60
6727,9,Christmas Island,1,0,5
6728,9,Canada,1,0,5
6729,9,United States,1,1,2
6730,9,United States,1,1,25
6736,9,United States,1,1,10
6737,9,United States,3,1,0
6738,9,United States,1,0,5
6742,9,United States,3,1,1
6744,1,United States,3,1,0
6747,9,Canada,3,0,15
6748,1,United States,3,1,15
6750,9,United Kingdom,3,1,0
6755,9,United States,3,1,30
6758,1,United States,3,1,2
6761,1,United States,3,1,0
6763,9,United States,1,0,10
6767,9,Canada,1,1,100
6770,9,United States,3,1,150
6772,9,United States,1,1,0
6773,9,United States,2,0,0
6774,1,United States,0,1,18
6775,9,Canada,3,1,80
6779,1,United States,3,1,0
6781,9,United States,3,1,2
6784,9,United States,0,0,15
6786,1,United States,3,1,75
6788,1,United Kingdom,3,0,0
6797,9,United States,3,1,10
6801,9,New Zealand,0,0,80
6803,9,United States,2,1,5
6804,9,United States,3,1,0
6805,1,United States,0,1,0
6807,9,United States,3,1,0
6813,1,United States,3,1,0
6814,9,United States,3,1,50
6815,9,United States,1,1,0
6816,1,United States,2,1,0
6819,9,United States,1,0,16
6820,1,United States,2,0,15
6822,9,United States,2,1,11
6827,1,United States,3,0,20
6829,1,United States,1,0,0
6832,9,United States,2,0,0
6833,1,United States,1,1,10
6834,1,United States,1,1,3
6835,9,United States,2,0,0
6837,9,United States,1,0,20
6840,9,United States,3,0,1
6842,1,United States,1,1,80
6844,9,United States,3,1,8000
6852,1,United States,2,0,50
6853,9,United States,1,0,0
6854,9,United States,1,1,250
6857,1,United States,0,0,10000
6858,1,United States,3,1,0
6860,9,United States,1,0,2
6863,1,United States,1,0,0
6865,1,United States,1,1,0
6867,1,Canada,3,1,30
6875,9,United States,3,1,0
6887,9,United States,3,1,3
6893,9,United States,1,0,0
6894,1,United States,3,1,10
6898,9,United States,0,0,4
6903,9,United States,3,0,0
6911,1,United States,2,1,0
6913,9,United States,1,0,120
6917,1,United States,3,1,100
6918,1,United States,1,0,0
6920,1,Canada,2,1,50
6922,9,United States,2,1,30
6932,1,United States,3,1,5
6933,9,United States,3,1,10
6940,1,United States,2,1,25
6942,1,United States,3,1,0
6943,1,United States,1,0,0
6944,9,United States,1,1,0
6945,9,Australia,3,1,20
6946,9,United States,2,1,999
6952,1,Canada,2,1,20
6953,9,United States,2,1,2
6956,9,United States,3,1,30
6958,9,United States,3,0,20
6960,1,United States,3,0,6
6966,1,United States,3,1,25
6971,1,United States,1,1,0
6977,9,United States,0,1,100
6979,9,United States,2,1,20
6980,1,United States,3,1,20
6982,9,United States,3,1,35
6994,1,United States,2,1,0
6999,9,United States,3,1,20
7002,1,United States,3,1,10
7003,9,Australia,1,1,2
7006,9,United States,3,1,6
7007,1,United States,1,0,0
7010,1,United States,3,1,3
7013,9,United States,2,1,30
7016,9,United States,3,0,3
7018,9,United States,1,1,5
7020,9,United States,3,1,40
7021,9,United States,2,1,10
7022,9,United States,2,1,0
7024,1,United States,3,0,206
7025,9,United States,2,1,0
7026,1,United States,2,1,0
7028,9,China,3,1,500
7033,9,United States,3,1,10
7035,9,Australia,3,1,0
7038,9,United States,2,1,0
7043,9,United States,0,0,0
7048,9,United States,0,0,0
7053,9,United States,2,1,0
7057,1,United States,3,1,32
7063,9,United States,3,1,12
7065,9,United States,3,1,40
7071,9,United States,0,0,0
7075,9,United States,0,0,0
7076,9,United States,2,1,100
7081,9,United States,2,1,5
7090,1,United States,2,1,0
7092,9,United States,2,1,50
7095,9,United States,0,1,0
7099,1,United States,3,1,645
7100,9,United States,3,1,0
7104,1,United States,3,1,150
7105,9,United States,3,1,50
7109,1,United States,3,1,0
7111,9,United States,2,1,20
7116,1,United States,3,1,20
7119,9,United States,3,1,30
7120,9,United States,3,1,10
7124,9,United States,3,1,70
7135,9,Venezuela,2,1,100
7137,1,United States,3,1,20
7142,1,United States,0,0,10
7144,9,United States,1,0,30
7145,9,United States,1,1,0
7148,9,United States,2,1,20
7149,9,Canada,2,1,5
7154,1,United States,3,1,1000
7156,9,Canada,1,0,0
7158,1,Portugal,2,1,15
7159,1,United States,1,1,100
7170,9,United States,1,1,15
7171,1,United States,3,1,50
7176,9,Israel,1,0,10
7177,9,Germany,2,1,2
7179,9,Canada,2,1,5
7189,1,Portugal,0,0,2
7192,1,United States,3,0,50
7194,9,United Kingdom,0,1,10
7195,1,United States,2,0,0
7196,1,United States,3,1,50
7201,9,United States,0,0,1
7206,9,United States,3,1,100
7207,1,Algeria,1,1,1
